ID,condition,trialType,objects,ratings
869,BB,Experimental,B,0.886
870,BB,Experimental,C,0.892
871,BB,Experimental,A,0.912
872,BB,Experimental,B,0.891
873,BB,Experimental,C,0.89
874,BB,Experimental,A,0.91
875,BB,Experimental,B,0.891
876,BB,Experimental,C,0.883
877,BB,Experimental,A,0.912
878,BB,Experimental,B,0.889
879,BB,Experimental,C,0.886
880,BB,Experimental,A,0.911
881,BB,Experimental,B,0.886
882,BB,Experimental,C,0.883
883,BB,Experimental,A,0.914
884,BB,Experimental,B,0.883
885,BB,Experimental,C,0.892
886,BB,Experimental,A,0.912
887,BB,Experimental,B,0.883
888,BB,Experimental,C,0.891
889,BB,Experimental,A,0.913
890,BB,Experimental,B,0.892
891,BB,Experimental,C,0.888
892,BB,Experimental,A,0.908
893,BB,Experimental,B,0.883
894,BB,Experimental,C,0.89
895,BB,Experimental,A,0.911
896,BB,Experimental,B,0.892
897,BB,Experimental,C,0.886
898,BB,Experimental,A,0.911
899,BB,Experimental,B,0.886
900,BB,Experimental,C,0.886
901,BB,Experimental,A,0.907
902,BB,Experimental,B,0.885
903,BB,Experimental,C,0.883
904,BB,Experimental,A,0.908
905,BB,Experimental,B,0.884
906,BB,Experimental,C,0.891
907,BB,Experimental,A,0.908
908,BB,Experimental,B,0.891
909,BB,Experimental,C,0.892
910,BB,Experimental,A,0.911
911,BB,Experimental,B,0.89
912,BB,Experimental,C,0.889
913,BB,Experimental,A,0.909
914,BB,Experimental,B,0.891
915,BB,Experimental,C,0.892
916,BB,Experimental,A,0.911
917,BB,Experimental,B,0.884
918,BB,Experimental,C,0.892
919,BB,Experimental,A,0.913
920,BB,Experimental,B,0.886
921,BB,Experimental,C,0.885
922,BB,Experimental,A,0.915
923,BB,Experimental,B,0.883
924,BB,Experimental,C,0.889
925,BB,Experimental,A,0.908
926,BB,Experimental,B,0.892
927,BB,Experimental,C,0.888
928,BB,Experimental,A,0.907
929,BB,Experimental,B,0.884
930,BB,Experimental,C,0.892
931,BB,Experimental,A,0.907
932,BB,Experimental,B,0.891
933,BB,Experimental,C,0.883
934,BB,Experimental,A,0.915
935,BB,Experimental,B,0.891
936,BB,Experimental,C,0.884
937,BB,Experimental,A,0.915
938,BB,Experimental,B,0.885
939,BB,Experimental,C,0.883
940,BB,Experimental,A,0.909
941,BB,Experimental,B,0.892
942,BB,Experimental,C,0.892
943,BB,Experimental,A,0.911
944,BB,Experimental,B,0.886
945,BB,Experimental,C,0.892
946,BB,Experimental,A,0.914
947,BB,Experimental,B,0.884
948,BB,Experimental,C,0.883
949,BB,Experimental,A,0.91
950,BB,Experimental,B,0.892
951,BB,Experimental,C,0.886
952,BB,Experimental,A,0.915
953,BB,Experimental,B,0.889
954,BB,Experimental,C,0.883
955,BB,Experimental,A,0.914
956,BB,Experimental,B,0.884
957,BB,Experimental,C,0.883
958,BB,Experimental,A,0.908
959,BB,Experimental,B,0.891
960,BB,Experimental,C,0.891
961,BB,Experimental,A,0.911
962,BB,Experimental,B,0.885
963,BB,Experimental,C,0.892
964,BB,Experimental,A,0.907
965,BB,Experimental,B,0.886
966,BB,Experimental,C,0.884
967,BB,Experimental,A,0.915
968,BB,Experimental,B,0.888
969,BB,Experimental,C,0.886
970,BB,Experimental,A,0.907
971,BB,Experimental,B,0.892
972,BB,Experimental,C,0.889
973,BB,Experimental,A,0.909
974,BB,Experimental,B,0.889
975,BB,Experimental,C,0.883
976,BB,Experimental,A,0.908
977,BB,Experimental,B,0.89
978,BB,Experimental,C,0.891
979,BB,Experimental,A,0.907
980,BB,Experimental,B,0.887
981,BB,Experimental,C,0.891
982,BB,Experimental,A,0.911
983,BB,Experimental,B,0.891
984,BB,Experimental,C,0.886
985,BB,Experimental,A,0.915
986,BB,Experimental,B,0.883
987,BB,Experimental,C,0.891
988,BB,Experimental,A,0.913
989,BB,Experimental,B,0.891
990,BB,Experimental,C,0.884
991,BB,Experimental,A,0.915
992,BB,Experimental,B,0.891
993,BB,Experimental,C,0.891
994,BB,Experimental,A,0.915
995,BB,Experimental,B,0.887
996,BB,Experimental,C,0.883
997,BB,Experimental,A,0.909
998,BB,Experimental,B,0.889
999,BB,Experimental,C,0.891
1000,BB,Experimental,A,0.915
1001,BB,Experimental,B,0.884
1002,BB,Experimental,C,0.883
1003,BB,Experimental,A,0.908
1004,BB,Experimental,B,0.892
1005,BB,Experimental,C,0.89
1006,BB,Experimental,A,0.912
1007,BB,Experimental,B,0.891
1008,BB,Experimental,C,0.891
1009,BB,Experimental,A,0.915
1010,BB,Experimental,B,0.889
1011,BB,Experimental,C,0.887
1012,BB,Experimental,A,0.914
1013,BB,Experimental,B,0.89
1014,BB,Experimental,C,0.883
1015,BB,Experimental,A,0.909
1016,BB,Experimental,B,0.891
1017,BB,Experimental,C,0.887
1018,BB,Experimental,A,0.915
1019,BB,Experimental,B,0.889
1020,BB,Experimental,C,0.883
1021,BB,Experimental,A,0.913
1022,BB,Experimental,B,0.891
1023,BB,Experimental,C,0.892
1024,BB,Experimental,A,0.911
1025,BB,Experimental,B,0.891
1026,BB,Experimental,C,0.889
1027,BB,Experimental,A,0.908
1028,BB,Experimental,B,0.891
1029,BB,Experimental,C,0.892
1030,BB,Experimental,A,0.907
1031,BB,Experimental,B,0.883
1032,BB,Experimental,C,0.892
1033,BB,Experimental,A,0.914
1034,BB,Experimental,B,0.891
1035,BB,Experimental,C,0.885
1036,BB,Experimental,A,0.915
1037,BB,Experimental,B,0.884
1038,BB,Experimental,C,0.889
1039,BB,Experimental,A,0.908
1040,BB,Experimental,B,0.891
1041,BB,Experimental,C,0.889
1042,BB,Experimental,A,0.91
1043,BB,Experimental,B,0.885
1044,BB,Experimental,C,0.883
1045,BB,Experimental,A,0.914
1046,BB,Experimental,B,0.892
1047,BB,Experimental,C,0.889
1048,BB,Experimental,A,0.915
1049,BB,Experimental,B,0.883
1050,BB,Experimental,C,0.891
1051,BB,Experimental,A,0.914
1052,BB,Experimental,B,0.892
1053,BB,Experimental,C,0.885
1054,BB,Experimental,A,0.912
1055,BB,Experimental,B,0.886
1056,BB,Experimental,C,0.883
1057,BB,Experimental,A,0.912
1058,BB,Experimental,B,0.884
1059,BB,Experimental,C,0.891
1060,BB,Experimental,A,0.911
1061,BB,Experimental,B,0.883
1062,BB,Experimental,C,0.892
1063,BB,Experimental,A,0.914
1064,BB,Experimental,B,0.891
1065,BB,Experimental,C,0.89
1066,BB,Experimental,A,0.915
1067,BB,Experimental,B,0.883
1068,BB,Experimental,C,0.887
1069,BB,Experimental,A,0.911
1070,BB,Experimental,B,0.885
1071,BB,Experimental,C,0.888
1072,BB,Experimental,A,0.915
1073,BB,Experimental,B,0.886
1074,BB,Experimental,C,0.883
1075,BB,Experimental,A,0.908
1076,BB,Experimental,B,0.883
1077,BB,Experimental,C,0.883
1078,BB,Experimental,A,0.915
1079,BB,Experimental,B,0.883
1080,BB,Experimental,C,0.888
1081,BB,Experimental,A,0.907
1082,BB,Experimental,B,0.883
1083,BB,Experimental,C,0.883
1084,BB,Experimental,A,0.908
1085,BB,Experimental,B,0.89
1086,BB,Experimental,C,0.892
1087,BB,Experimental,A,0.912
1088,BB,Experimental,B,0.885
1089,BB,Experimental,C,0.883
1090,BB,Experimental,A,0.911
1091,BB,Experimental,B,0.892
1092,BB,Experimental,C,0.892
1093,BB,Experimental,A,0.912
1094,BB,Experimental,B,0.886
1095,BB,Experimental,C,0.889
1096,BB,Experimental,A,0.908
1097,BB,Experimental,B,0.892
1098,BB,Experimental,C,0.883
1099,BB,Experimental,A,0.909
1100,BB,Experimental,B,0.891
1101,BB,Experimental,C,0.889
1102,BB,Experimental,A,0.914
1103,BB,Experimental,B,0.885
1104,BB,Experimental,C,0.892
1105,BB,Experimental,A,0.909
1106,BB,Experimental,B,0.884
1107,BB,Experimental,C,0.887
1108,BB,Experimental,A,0.914
1109,BB,Experimental,B,0.889
1110,BB,Experimental,C,0.886
1111,BB,Experimental,A,0.915
1112,BB,Experimental,B,0.886
1113,BB,Experimental,C,0.89
1114,BB,Experimental,A,0.907
1115,BB,Experimental,B,0.89
1116,BB,Experimental,C,0.892
1117,BB,Experimental,A,0.913
1118,BB,Experimental,B,0.887
1119,BB,Experimental,C,0.883
1120,BB,Experimental,A,0.911
1121,BB,Experimental,B,0.888
1122,BB,Experimental,C,0.889
1123,BB,Experimental,A,0.915
1124,BB,Experimental,B,0.891
1125,BB,Experimental,C,0.883
1126,BB,Experimental,A,0.91
1127,BB,Experimental,B,0.885
1128,BB,Experimental,C,0.889
1129,BB,Experimental,A,0.915
1130,BB,Experimental,B,0.886
1131,BB,Experimental,C,0.883
1132,BB,Experimental,A,0.915
1133,BB,Experimental,B,0.891
1134,BB,Experimental,C,0.889
1135,BB,Experimental,A,0.908
1136,BB,Experimental,B,0.891
1137,BB,Experimental,C,0.891
1138,BB,Experimental,A,0.911
1139,BB,Experimental,B,0.885
1140,BB,Experimental,C,0.888
1141,BB,Experimental,A,0.913
1142,BB,Experimental,B,0.885
1143,BB,Experimental,C,0.883
1144,BB,Experimental,A,0.912
1145,BB,Experimental,B,0.891
1146,BB,Experimental,C,0.887
1147,BB,Experimental,A,0.91
1148,BB,Experimental,B,0.886
1149,BB,Experimental,C,0.891
1150,BB,Experimental,A,0.911
1151,BB,Experimental,B,0.886
1152,BB,Experimental,C,0.885
1153,BB,Experimental,A,0.91
1154,BB,Experimental,B,0.89
1155,BB,Experimental,C,0.89
1156,BB,Experimental,A,0.908
1157,BB,Experimental,B,0.891
1158,BB,Experimental,C,0.887
1159,BB,Experimental,A,0.915
1160,BB,Experimental,B,0.892
1161,BB,Experimental,C,0.883
1162,BB,Experimental,A,0.914
1163,BB,Experimental,B,0.883
1164,BB,Experimental,C,0.891
1165,BB,Experimental,A,0.909
1166,BB,Experimental,B,0.885
1167,BB,Experimental,C,0.883
1168,BB,Experimental,A,0.908
1169,BB,Experimental,B,0.89
1170,BB,Experimental,C,0.884
1171,BB,Experimental,A,0.909
1172,BB,Experimental,B,0.891
1173,BB,Experimental,C,0.883
1174,BB,Experimental,A,0.907
1175,BB,Experimental,B,0.886
1176,BB,Experimental,C,0.891
1177,BB,Experimental,A,0.915
1178,BB,Experimental,B,0.883
1179,BB,Experimental,C,0.883
1180,BB,Experimental,A,0.915
1181,BB,Experimental,B,0.883
1182,BB,Experimental,C,0.883
1183,BB,Experimental,A,0.908
1184,BB,Experimental,B,0.89
1185,BB,Experimental,C,0.892
1186,BB,Experimental,A,0.915
1187,BB,Experimental,B,0.883
1188,BB,Experimental,C,0.891
1189,BB,Experimental,A,0.915
1190,BB,Experimental,B,0.891
1191,BB,Experimental,C,0.889
1192,BB,Experimental,A,0.915
1193,BB,Experimental,B,0.885
1194,BB,Experimental,C,0.891
1195,BB,Experimental,A,0.909
1196,BB,Experimental,B,0.892
1197,BB,Experimental,C,0.892
1198,BB,Experimental,A,0.915
1199,BB,Experimental,B,0.886
1200,BB,Experimental,C,0.891
1201,BB,Experimental,A,0.913
1202,BB,Experimental,B,0.885
1203,BB,Experimental,C,0.891
1204,BB,Experimental,A,0.915
1205,BB,Experimental,B,0.891
1206,BB,Experimental,C,0.891
1207,BB,Experimental,A,0.915
1208,BB,Experimental,B,0.889
1209,BB,Experimental,C,0.892
1210,BB,Experimental,A,0.908
1211,BB,Experimental,B,0.883
1212,BB,Experimental,C,0.89
1213,BB,Experimental,A,0.909
1214,BB,Experimental,B,0.885
1215,BB,Experimental,C,0.887
1216,BB,Experimental,A,0.909
1217,BB,Experimental,B,0.891
1218,BB,Experimental,C,0.891
1219,BB,Experimental,A,0.911
1220,BB,Experimental,B,0.883
1221,BB,Experimental,C,0.885
1222,BB,Experimental,A,0.915
1223,BB,Experimental,B,0.885
1224,BB,Experimental,C,0.892
1225,BB,Experimental,A,0.915
1226,BB,Experimental,B,0.888
1227,BB,Experimental,C,0.884
1228,BB,Experimental,A,0.908
1229,BB,Experimental,B,0.883
1230,BB,Experimental,C,0.891
1231,BB,Experimental,A,0.911
1232,BB,Experimental,B,0.892
1233,BB,Experimental,C,0.89
1234,BB,Experimental,A,0.914
1235,BB,Experimental,B,0.888
1236,BB,Experimental,C,0.89
1237,BB,Experimental,A,0.911
1238,BB,Experimental,B,0.886
1239,BB,Experimental,C,0.89
1240,BB,Experimental,A,0.914
1241,BB,Experimental,B,0.883
1242,BB,Experimental,C,0.886
1243,BB,Experimental,A,0.915
1244,BB,Experimental,B,0.883
1245,BB,Experimental,C,0.891
1246,BB,Experimental,A,0.915
1247,BB,Experimental,B,0.891
1248,BB,Experimental,C,0.89
1249,BB,Experimental,A,0.914
1250,BB,Experimental,B,0.887
1251,BB,Experimental,C,0.883
1252,BB,Experimental,A,0.909
1253,BB,Experimental,B,0.892
1254,BB,Experimental,C,0.892
1255,BB,Experimental,A,0.907
1256,BB,Experimental,B,0.888
1257,BB,Experimental,C,0.89
1258,BB,Experimental,A,0.91
1259,BB,Experimental,B,0.887
1260,BB,Experimental,C,0.883
1261,BB,Experimental,A,0.908
1262,BB,Experimental,B,0.89
1263,BB,Experimental,C,0.886
1264,BB,Experimental,A,0.907
1265,BB,Experimental,B,0.884
1266,BB,Experimental,C,0.885
1267,BB,Experimental,A,0.907
1268,BB,Experimental,B,0.884
1269,BB,Experimental,C,0.889
1270,BB,Experimental,A,0.913
1271,BB,Experimental,B,0.884
1272,BB,Experimental,C,0.884
1273,BB,Experimental,A,0.908
1274,BB,Experimental,B,0.891
1275,BB,Experimental,C,0.891
1276,BB,Experimental,A,0.915
1277,BB,Experimental,B,0.891
1278,BB,Experimental,C,0.891
1279,BB,Experimental,A,0.907
1280,BB,Experimental,B,0.891
1281,BB,Experimental,C,0.891
1282,BB,Experimental,A,0.911
1283,BB,Experimental,B,0.891
1284,BB,Experimental,C,0.891
1285,BB,Experimental,A,0.909
1286,BB,Experimental,B,0.891
1287,BB,Experimental,C,0.884
1288,BB,Experimental,A,0.909
1289,BB,Experimental,B,0.889
1290,BB,Experimental,C,0.891
1291,BB,Experimental,A,0.913
1292,BB,Experimental,B,0.891
1293,BB,Experimental,C,0.886
1294,BB,Experimental,A,0.914
1295,BB,Experimental,B,0.889
1296,BB,Experimental,C,0.884
1297,BB,Experimental,A,0.907
1298,BB,Experimental,B,0.883
1299,BB,Experimental,C,0.891
1300,BB,Experimental,A,0.907
1301,BB,Experimental,B,0.887
1302,BB,Experimental,C,0.889
1303,BB,Experimental,A,0.91
1304,BB,Experimental,B,0.884
1305,BB,Experimental,C,0.883
1306,BB,Experimental,A,0.912
1307,BB,Experimental,B,0.883
1308,BB,Experimental,C,0.883
1309,BB,Experimental,A,0.914
1310,BB,Experimental,B,0.884
1311,BB,Experimental,C,0.883
1312,BB,Experimental,A,0.915
1313,BB,Experimental,B,0.885
1314,BB,Experimental,C,0.889
1315,BB,Experimental,A,0.908
1316,BB,Experimental,B,0.886
1317,BB,Experimental,C,0.891
1318,BB,Experimental,A,0.915
1319,BB,Experimental,B,0.89
1320,BB,Experimental,C,0.891
1321,BB,Experimental,A,0.915
1322,BB,Experimental,B,0.892
1323,BB,Experimental,C,0.885
1324,BB,Experimental,A,0.91
1325,BB,Experimental,B,0.884
1326,BB,Experimental,C,0.889
1327,BB,Experimental,A,0.913
1328,BB,Experimental,B,0.889
1329,BB,Experimental,C,0.887
1330,BB,Experimental,A,0.907
1331,BB,Experimental,B,0.884
1332,BB,Experimental,C,0.892
1333,BB,Experimental,A,0.909
1334,BB,Experimental,B,0.892
1335,BB,Experimental,C,0.883
1336,BB,Experimental,A,0.91
1337,BB,Experimental,B,0.891
1338,BB,Experimental,C,0.887
1339,BB,Experimental,A,0.914
1340,BB,Experimental,B,0.883
1341,BB,Experimental,C,0.883
1342,BB,Experimental,A,0.915
1343,BB,Experimental,B,0.892
1344,BB,Experimental,C,0.889
1345,BB,Experimental,A,0.915
1346,BB,Experimental,B,0.888
1347,BB,Experimental,C,0.892
1348,BB,Experimental,A,0.911
1349,BB,Experimental,B,0.883
1350,BB,Experimental,C,0.889
1351,BB,Experimental,A,0.911
1352,BB,Experimental,B,0.883
1353,BB,Experimental,C,0.884
1354,BB,Experimental,A,0.913
1355,BB,Experimental,B,0.886
1356,BB,Experimental,C,0.886
1357,BB,Experimental,A,0.911
1358,BB,Experimental,B,0.885
1359,BB,Experimental,C,0.883
1360,BB,Experimental,A,0.907
1361,BB,Experimental,B,0.891
1362,BB,Experimental,C,0.891
1363,BB,Experimental,A,0.914
1364,BB,Experimental,B,0.889
1365,BB,Experimental,C,0.883
1366,BB,Experimental,A,0.914
1367,BB,Experimental,B,0.883
1368,BB,Experimental,C,0.884
1369,BB,Experimental,A,0.908
1370,BB,Experimental,B,0.887
1371,BB,Experimental,C,0.891
1372,BB,Experimental,A,0.912
1373,BB,Experimental,B,0.884
1374,BB,Experimental,C,0.886
1375,BB,Experimental,A,0.915
1376,BB,Experimental,B,0.885
1377,BB,Experimental,C,0.887
1378,BB,Experimental,A,0.907
1379,BB,Experimental,B,0.883
1380,BB,Experimental,C,0.883
1381,BB,Experimental,A,0.914
1382,BB,Experimental,B,0.887
1383,BB,Experimental,C,0.892
1384,BB,Experimental,A,0.911
1385,BB,Experimental,B,0.891
1386,BB,Experimental,C,0.891
1387,BB,Experimental,A,0.907
1388,BB,Experimental,B,0.891
1389,BB,Experimental,C,0.884
1390,BB,Experimental,A,0.908
1391,BB,Experimental,B,0.884
1392,BB,Experimental,C,0.884
1393,BB,Experimental,A,0.908
1394,BB,Experimental,B,0.892
1395,BB,Experimental,C,0.883
1396,BB,Experimental,A,0.912
1397,BB,Experimental,B,0.891
1398,BB,Experimental,C,0.888
1399,BB,Experimental,A,0.911
1400,BB,Experimental,B,0.883
1401,BB,Experimental,C,0.884
1402,BB,Experimental,A,0.915
1403,BB,Experimental,B,0.883
1404,BB,Experimental,C,0.891
1405,BB,Experimental,A,0.908
1406,BB,Experimental,B,0.892
1407,BB,Experimental,C,0.892
1408,BB,Experimental,A,0.908
1409,BB,Experimental,B,0.892
1410,BB,Experimental,C,0.883
1411,BB,Experimental,A,0.909
1412,BB,Experimental,B,0.89
1413,BB,Experimental,C,0.885
1414,BB,Experimental,A,0.909
1415,BB,Experimental,B,0.892
1416,BB,Experimental,C,0.886
1417,BB,Experimental,A,0.914
1418,BB,Experimental,B,0.891
1419,BB,Experimental,C,0.89
1420,BB,Experimental,A,0.915
1421,BB,Experimental,B,0.883
1422,BB,Experimental,C,0.89
1423,BB,Experimental,A,0.912
1424,BB,Experimental,B,0.883
1425,BB,Experimental,C,0.883
1426,BB,Experimental,A,0.909
1427,BB,Experimental,B,0.891
1428,BB,Experimental,C,0.891
1429,BB,Experimental,A,0.912
1430,BB,Experimental,B,0.89
1431,BB,Experimental,C,0.883
1432,BB,Experimental,A,0.909
1433,BB,Experimental,B,0.885
1434,BB,Experimental,C,0.884
1435,BB,Experimental,A,0.915
1436,BB,Experimental,B,0.883
1437,BB,Experimental,C,0.883
1438,BB,Experimental,A,0.911
1439,BB,Experimental,B,0.884
1440,BB,Experimental,C,0.891
1441,BB,Experimental,A,0.915
1442,BB,Experimental,B,0.886
1443,BB,Experimental,C,0.889
1444,BB,Experimental,A,0.912
1445,BB,Experimental,B,0.883
1446,BB,Experimental,C,0.883
1447,BB,Experimental,A,0.914
1448,BB,Experimental,B,0.89
1449,BB,Experimental,C,0.883
1450,BB,Experimental,A,0.907
1451,BB,Experimental,B,0.883
1452,BB,Experimental,C,0.891
1453,BB,Experimental,A,0.912
1454,BB,Experimental,B,0.886
1455,BB,Experimental,C,0.885
1456,BB,Experimental,A,0.907
1457,BB,Experimental,B,0.89
1458,BB,Experimental,C,0.891
1459,BB,Experimental,A,0.907
1460,BB,Experimental,B,0.887
1461,BB,Experimental,C,0.885
1462,BB,Experimental,A,0.908
1463,BB,Experimental,B,0.889
1464,BB,Experimental,C,0.892
1465,BB,Experimental,A,0.908
1466,BB,Experimental,B,0.884
1467,BB,Experimental,C,0.886
1468,BB,Experimental,A,0.907
1469,BB,Experimental,B,0.891
1470,BB,Experimental,C,0.887
1471,BB,Experimental,A,0.907
1472,BB,Experimental,B,0.887
1473,BB,Experimental,C,0.885
1474,BB,Experimental,A,0.908
1475,BB,Experimental,B,0.883
1476,BB,Experimental,C,0.888
1477,BB,Experimental,A,0.907
1478,BB,Experimental,B,0.885
1479,BB,Experimental,C,0.884
1480,BB,Experimental,A,0.913
1481,BB,Experimental,B,0.888
1482,BB,Experimental,C,0.889
1483,BB,Experimental,A,0.915
1484,BB,Experimental,B,0.891
1485,BB,Experimental,C,0.885
1486,BB,Experimental,A,0.915
1487,BB,Experimental,B,0.892
1488,BB,Experimental,C,0.886
1489,BB,Experimental,A,0.907
1490,BB,Experimental,B,0.887
1491,BB,Experimental,C,0.885
1492,BB,Experimental,A,0.908
1493,BB,Experimental,B,0.883
1494,BB,Experimental,C,0.891
1495,BB,Experimental,A,0.908
1496,BB,Experimental,B,0.883
1497,BB,Experimental,C,0.892
1498,BB,Experimental,A,0.909
1499,BB,Experimental,B,0.889
1500,BB,Experimental,C,0.889
1501,BB,Experimental,A,0.911
1502,BB,Experimental,B,0.884
1503,BB,Experimental,C,0.888
1504,BB,Experimental,A,0.909
1505,BB,Experimental,B,0.89
1506,BB,Experimental,C,0.887
1507,BB,Experimental,A,0.915
1508,BB,Experimental,B,0.892
1509,BB,Experimental,C,0.884
1510,BB,Experimental,A,0.912
1511,BB,Experimental,B,0.891
1512,BB,Experimental,C,0.891
1513,BB,Experimental,A,0.912
1514,BB,Experimental,B,0.886
1515,BB,Experimental,C,0.889
1516,BB,Experimental,A,0.91
1517,BB,Experimental,B,0.885
1518,BB,Experimental,C,0.884
1519,BB,Experimental,A,0.914
1520,BB,Experimental,B,0.891
1521,BB,Experimental,C,0.889
1522,BB,Experimental,A,0.91
1523,BB,Experimental,B,0.892
1524,BB,Experimental,C,0.883
1525,BB,Experimental,A,0.908
1526,BB,Experimental,B,0.883
1527,BB,Experimental,C,0.884
1528,BB,Experimental,A,0.912
1529,BB,Experimental,B,0.883
1530,BB,Experimental,C,0.888
1531,BB,Experimental,A,0.908
1532,BB,Experimental,B,0.892
1533,BB,Experimental,C,0.892
1534,BB,Experimental,A,0.914
1535,BB,Experimental,B,0.883
1536,BB,Experimental,C,0.887
1537,BB,Experimental,A,0.912
1538,BB,Experimental,B,0.887
1539,BB,Experimental,C,0.891
1540,BB,Experimental,A,0.908
1541,BB,Experimental,B,0.883
1542,BB,Experimental,C,0.892
1543,BB,Experimental,A,0.915
1544,BB,Experimental,B,0.891
1545,BB,Experimental,C,0.888
1546,BB,Experimental,A,0.911
1547,BB,Experimental,B,0.885
1548,BB,Experimental,C,0.883
1549,BB,Experimental,A,0.913
1550,BB,Experimental,B,0.892
1551,BB,Experimental,C,0.888
1552,BB,Experimental,A,0.913
1553,BB,Experimental,B,0.883
1554,BB,Experimental,C,0.892
1555,BB,Experimental,A,0.908
1556,BB,Experimental,B,0.884
1557,BB,Experimental,C,0.891
1558,BB,Experimental,A,0.915
1559,BB,Experimental,B,0.888
1560,BB,Experimental,C,0.891
1561,BB,Experimental,A,0.908
1562,BB,Experimental,B,0.892
1563,BB,Experimental,C,0.89
1564,BB,Experimental,A,0.91
1565,BB,Experimental,B,0.892
1566,BB,Experimental,C,0.883
1567,BB,Experimental,A,0.908
1568,BB,Experimental,B,0.89
1569,BB,Experimental,C,0.891
1570,BB,Experimental,A,0.91
1571,BB,Experimental,B,0.891
1572,BB,Experimental,C,0.885
1573,BB,Experimental,A,0.91
1574,BB,Experimental,B,0.888
1575,BB,Experimental,C,0.888
1576,BB,Experimental,A,0.914
1577,BB,Experimental,B,0.891
1578,BB,Experimental,C,0.884
1579,BB,Experimental,A,0.915
1580,BB,Experimental,B,0.89
1581,BB,Experimental,C,0.883
1582,BB,Experimental,A,0.914
1583,BB,Experimental,B,0.886
1584,BB,Experimental,C,0.891
1585,BB,Experimental,A,0.908
1586,BB,Experimental,B,0.891
1587,BB,Experimental,C,0.892
1588,BB,Experimental,A,0.908
1589,BB,Experimental,B,0.889
1590,BB,Experimental,C,0.883
1591,BB,Experimental,A,0.914
1592,BB,Experimental,B,0.892
1593,BB,Experimental,C,0.884
