ID,condition,trial,phase,object,choice
164,BB,control,Phase 2,C,0.86
165,BB,control,Phase 2,D,0.86
166,BB,control,Phase 2,E,0.86
167,BB,control,Phase 1,A,0.86
168,BB,control,Phase 1,B,0.86
169,BB,control,Phase 1,C,0.86
170,BB,control,Phase 1,D,0.86
171,BB,control,Phase 1,E,0.86
172,BB,control,Phase 2,A,0.86
173,BB,control,Phase 2,B,0.86
174,BB,control,Phase 2,C,0.86
175,BB,control,Phase 2,D,0.86
176,BB,control,Phase 2,E,0.86
177,BB,control,Phase 1,A,0.86
178,BB,control,Phase 1,B,0.86
179,BB,control,Phase 1,C,0.86
180,BB,control,Phase 1,D,0.86
181,BB,control,Phase 1,E,0.86
182,BB,control,Phase 2,A,0.86
183,BB,control,Phase 2,B,0.86
184,BB,control,Phase 2,C,0.86
185,BB,control,Phase 2,D,0.86
186,BB,control,Phase 2,E,0.86
187,BB,control,Phase 1,A,0.86
188,BB,control,Phase 1,B,0.86
189,BB,control,Phase 1,C,0.86
190,BB,control,Phase 1,D,0.86
191,BB,control,Phase 1,E,0.86
192,BB,control,Phase 2,A,0.86
193,BB,control,Phase 2,B,0.86
194,BB,control,Phase 2,C,0.86
195,BB,control,Phase 2,D,0.86
196,BB,control,Phase 2,E,0.86
197,BB,control,Phase 1,A,0.86
198,BB,control,Phase 1,B,0.86
199,BB,control,Phase 1,C,0.86
200,BB,control,Phase 1,D,0.86
201,BB,control,Phase 1,E,0.86
202,BB,control,Phase 2,A,0.86
203,BB,control,Phase 2,B,0.86
204,BB,control,Phase 2,C,0.86
205,BB,control,Phase 2,D,0.86
206,BB,control,Phase 2,E,0.86
207,BB,control,Phase 1,A,0.86
208,BB,control,Phase 1,B,0.86
209,BB,control,Phase 1,C,0.86
210,BB,control,Phase 1,D,0.86
211,BB,control,Phase 1,E,0.86
212,BB,control,Phase 2,A,0.86
213,BB,control,Phase 2,B,0.86
214,BB,control,Phase 2,C,0.86
215,BB,control,Phase 2,D,0.86
216,BB,control,Phase 2,E,0.86
217,BB,control,Phase 1,A,0.86
218,BB,control,Phase 1,B,0.86
219,BB,control,Phase 1,C,0.86
220,BB,control,Phase 1,D,0.86
221,BB,control,Phase 1,E,0.86
222,BB,control,Phase 2,A,0.86
223,BB,control,Phase 2,B,0.86
224,BB,control,Phase 2,C,0.86
225,BB,control,Phase 2,D,0.86
226,BB,control,Phase 2,E,0.86
227,BB,control,Phase 1,A,0.86
228,BB,control,Phase 1,B,0.86
229,BB,control,Phase 1,C,0.86
230,BB,control,Phase 1,D,0.86
231,BB,control,Phase 1,E,0.86
232,BB,control,Phase 2,A,0.86
233,BB,control,Phase 2,B,0.86
234,BB,control,Phase 2,C,0.86
235,BB,control,Phase 2,D,0.86
236,BB,control,Phase 2,E,0.86
237,BB,control,Phase 1,A,0.86
238,BB,control,Phase 1,B,0.86
239,BB,control,Phase 1,C,0.86
240,BB,control,Phase 1,D,0.86
241,BB,control,Phase 1,E,0.86
242,BB,control,Phase 2,A,0.86
243,BB,control,Phase 2,B,0.86
244,BB,control,Phase 2,C,0.86
245,BB,control,Phase 2,D,0.86
246,BB,control,Phase 2,E,0.86
247,BB,control,Phase 1,A,0.86
248,BB,control,Phase 1,B,0.86
249,BB,control,Phase 1,C,0.86
250,BB,control,Phase 1,D,0.86
251,BB,control,Phase 1,E,0.86
252,BB,control,Phase 2,A,0.86
253,BB,control,Phase 2,B,0.86
254,BB,control,Phase 2,C,0.86
255,BB,control,Phase 2,D,0.86
256,BB,control,Phase 2,E,0.86
257,ISO,main,Phase 1,A,0.178
258,ISO,main,Phase 1,B,0.178
259,ISO,main,Phase 1,C,0.86
260,ISO,main,Phase 2,A,0.178
261,ISO,main,Phase 2,B,0.178
262,ISO,main,Phase 2,C,0.86
263,ISO,main,Phase 1,A,0.178
264,ISO,main,Phase 1,B,0.178
265,ISO,main,Phase 1,C,0.86
266,ISO,main,Phase 2,A,0.178
267,ISO,main,Phase 2,B,0.178
268,ISO,main,Phase 2,C,0.86
269,ISO,main,Phase 1,A,0.178
270,ISO,main,Phase 1,B,0.178
271,ISO,main,Phase 1,C,0.86
272,ISO,main,Phase 2,A,0.178
273,ISO,main,Phase 2,B,0.178
274,ISO,main,Phase 2,C,0.86
275,ISO,main,Phase 1,A,0.178
276,ISO,main,Phase 1,B,0.178
277,ISO,main,Phase 1,C,0.86
278,ISO,main,Phase 2,A,0.178
279,ISO,main,Phase 2,B,0.178
280,ISO,main,Phase 2,C,0.86
281,ISO,main,Phase 1,A,0.178
282,ISO,main,Phase 1,B,0.178
283,ISO,main,Phase 1,C,0.86
284,ISO,main,Phase 2,A,0.178
285,ISO,main,Phase 2,B,0.178
286,ISO,main,Phase 2,C,0.86
287,ISO,main,Phase 1,A,0.178
288,ISO,main,Phase 1,B,0.178
289,ISO,main,Phase 1,C,0.86
290,ISO,main,Phase 2,A,0.178
291,ISO,main,Phase 2,B,0.178
292,ISO,main,Phase 2,C,0.86
293,ISO,main,Phase 1,A,0.178
294,ISO,main,Phase 1,B,0.178
295,ISO,main,Phase 1,C,0.86
296,ISO,main,Phase 2,A,0.178
297,ISO,main,Phase 2,B,0.178
298,ISO,main,Phase 2,C,0.86
299,ISO,main,Phase 1,A,0.178
300,ISO,main,Phase 1,B,0.178
301,ISO,main,Phase 1,C,0.86
302,ISO,main,Phase 2,A,0.178
303,ISO,main,Phase 2,B,0.178
304,ISO,main,Phase 2,C,0.86
305,ISO,main,Phase 1,A,0.178
306,ISO,main,Phase 1,B,0.178
307,ISO,main,Phase 1,C,0.86
308,ISO,main,Phase 2,A,0.178
309,ISO,main,Phase 2,B,0.178
310,ISO,main,Phase 2,C,0.86
311,ISO,main,Phase 1,A,0.178
312,ISO,main,Phase 1,B,0.178
313,ISO,main,Phase 1,C,0.86
314,ISO,main,Phase 2,A,0.178
315,ISO,main,Phase 2,B,0.178
316,ISO,main,Phase 2,C,0.86
317,ISO,main,Phase 1,A,0.178
318,ISO,main,Phase 1,B,0.178
319,ISO,main,Phase 1,C,0.86
320,ISO,main,Phase 2,A,0.178
321,ISO,main,Phase 2,B,0.178
322,ISO,main,Phase 2,C,0.86
323,ISO,main,Phase 1,A,0.178
324,ISO,main,Phase 1,B,0.178
325,ISO,main,Phase 1,C,0.86
326,ISO,main,Phase 2,A,0.178
327,ISO,main,Phase 2,B,0.178
328,ISO,main,Phase 2,C,0.86
329,ISO,main,Phase 1,A,0.178
330,ISO,main,Phase 1,B,0.178
331,ISO,main,Phase 1,C,0.86
332,ISO,main,Phase 2,A,0.178
333,ISO,main,Phase 2,B,0.178
334,ISO,main,Phase 2,C,0.86
335,ISO,main,Phase 1,A,0.178
336,ISO,main,Phase 1,B,0.178
337,ISO,main,Phase 1,C,0.86
338,ISO,main,Phase 2,A,0.178
339,ISO,main,Phase 2,B,0.178
340,ISO,main,Phase 2,C,0.86
341,ISO,main,Phase 1,A,0.178
342,ISO,main,Phase 1,B,0.178
343,ISO,main,Phase 1,C,0.86
344,ISO,main,Phase 2,A,0.178
345,ISO,main,Phase 2,B,0.178
346,ISO,main,Phase 2,C,0.86
347,ISO,main,Phase 1,A,0.178
348,ISO,main,Phase 1,B,0.178
349,ISO,main,Phase 1,C,0.86
350,ISO,main,Phase 2,A,0.178
351,ISO,main,Phase 2,B,0.178
352,ISO,main,Phase 2,C,0.86
353,ISO,control,Phase 1,A,0.86
354,ISO,control,Phase 1,B,0.86
355,ISO,control,Phase 1,C,0.86
356,ISO,control,Phase 1,D,0.14
357,ISO,control,Phase 1,E,0.14
358,ISO,control,Phase 2,A,0.86
359,ISO,control,Phase 2,B,0.86
360,ISO,control,Phase 2,C,0.86
361,ISO,control,Phase 2,D,0.14
362,ISO,control,Phase 2,E,0.14
363,ISO,control,Phase 1,A,0.86
364,ISO,control,Phase 1,B,0.86
365,ISO,control,Phase 1,C,0.86
366,ISO,control,Phase 1,D,0.14
367,ISO,control,Phase 1,E,0.14
368,ISO,control,Phase 2,A,0.86
369,ISO,control,Phase 2,B,0.86
370,ISO,control,Phase 2,C,0.86
371,ISO,control,Phase 2,D,0.14
372,ISO,control,Phase 2,E,0.14
373,ISO,control,Phase 1,A,0.86
374,ISO,control,Phase 1,B,0.86
375,ISO,control,Phase 1,C,0.86
376,ISO,control,Phase 1,D,0.14
377,ISO,control,Phase 1,E,0.14
378,ISO,control,Phase 2,A,0.86
379,ISO,control,Phase 2,B,0.86
380,ISO,control,Phase 2,C,0.86
381,ISO,control,Phase 2,D,0.14
382,ISO,control,Phase 2,E,0.14
383,ISO,control,Phase 1,A,0.86
384,ISO,control,Phase 1,B,0.86
385,ISO,control,Phase 1,C,0.86
386,ISO,control,Phase 1,D,0.14
387,ISO,control,Phase 1,E,0.14
388,ISO,control,Phase 2,A,0.86
389,ISO,control,Phase 2,B,0.86
390,ISO,control,Phase 2,C,0.86
391,ISO,control,Phase 2,D,0.14
392,ISO,control,Phase 2,E,0.14
393,ISO,control,Phase 1,A,0.86
394,ISO,control,Phase 1,B,0.86
395,ISO,control,Phase 1,C,0.86
396,ISO,control,Phase 1,D,0.14
397,ISO,control,Phase 1,E,0.14
398,ISO,control,Phase 2,A,0.86
399,ISO,control,Phase 2,B,0.86
400,ISO,control,Phase 2,C,0.86
401,ISO,control,Phase 2,D,0.14
402,ISO,control,Phase 2,E,0.14
403,ISO,control,Phase 1,A,0.86
404,ISO,control,Phase 1,B,0.86
405,ISO,control,Phase 1,C,0.86
406,ISO,control,Phase 1,D,0.14
407,ISO,control,Phase 1,E,0.14
408,ISO,control,Phase 2,A,0.86
409,ISO,control,Phase 2,B,0.86
410,ISO,control,Phase 2,C,0.86
411,ISO,control,Phase 2,D,0.14
412,ISO,control,Phase 2,E,0.14
413,ISO,control,Phase 1,A,0.86
414,ISO,control,Phase 1,B,0.86
415,ISO,control,Phase 1,C,0.86
416,ISO,control,Phase 1,D,0.14
417,ISO,control,Phase 1,E,0.14
418,ISO,control,Phase 2,A,0.86
419,ISO,control,Phase 2,B,0.86
420,ISO,control,Phase 2,C,0.86
421,ISO,control,Phase 2,D,0.14
422,ISO,control,Phase 2,E,0.14
423,ISO,control,Phase 1,A,0.86
424,ISO,control,Phase 1,B,0.86
425,ISO,control,Phase 1,C,0.86
426,ISO,control,Phase 1,D,0.14
427,ISO,control,Phase 1,E,0.14
428,ISO,control,Phase 2,A,0.86
429,ISO,control,Phase 2,B,0.86
430,ISO,control,Phase 2,C,0.86
431,ISO,control,Phase 2,D,0.14
432,ISO,control,Phase 2,E,0.14
433,ISO,control,Phase 1,A,0.86
434,ISO,control,Phase 1,B,0.86
435,ISO,control,Phase 1,C,0.86
436,ISO,control,Phase 1,D,0.14
437,ISO,control,Phase 1,E,0.14
438,ISO,control,Phase 2,A,0.86
439,ISO,control,Phase 2,B,0.86
440,ISO,control,Phase 2,C,0.86
441,ISO,control,Phase 2,D,0.14
442,ISO,control,Phase 2,E,0.14
443,ISO,control,Phase 1,A,0.86
444,ISO,control,Phase 1,B,0.86
445,ISO,control,Phase 1,C,0.86
446,ISO,control,Phase 1,D,0.14
447,ISO,control,Phase 1,E,0.14
448,ISO,control,Phase 2,A,0.86
449,ISO,control,Phase 2,B,0.86
450,ISO,control,Phase 2,C,0.86
451,ISO,control,Phase 2,D,0.14
452,ISO,control,Phase 2,E,0.14
453,ISO,control,Phase 1,A,0.86
454,ISO,control,Phase 1,B,0.86
455,ISO,control,Phase 1,C,0.86
456,ISO,control,Phase 1,D,0.14
457,ISO,control,Phase 1,E,0.14
458,ISO,control,Phase 2,A,0.86
459,ISO,control,Phase 2,B,0.86
460,ISO,control,Phase 2,C,0.86
461,ISO,control,Phase 2,D,0.14
462,ISO,control,Phase 2,E,0.14
463,ISO,control,Phase 1,A,0.86
464,ISO,control,Phase 1,B,0.86
465,ISO,control,Phase 1,C,0.86
466,ISO,control,Phase 1,D,0.14
467,ISO,control,Phase 1,E,0.14
468,ISO,control,Phase 2,A,0.86
469,ISO,control,Phase 2,B,0.86
470,ISO,control,Phase 2,C,0.86
471,ISO,control,Phase 2,D,0.14
472,ISO,control,Phase 2,E,0.14
473,ISO,control,Phase 1,A,0.86
474,ISO,control,Phase 1,B,0.86
475,ISO,control,Phase 1,C,0.86
476,ISO,control,Phase 1,D,0.14
477,ISO,control,Phase 1,E,0.14
478,ISO,control,Phase 2,A,0.86
479,ISO,control,Phase 2,B,0.86
480,ISO,control,Phase 2,C,0.86
481,ISO,control,Phase 2,D,0.14
482,ISO,control,Phase 2,E,0.14
483,ISO,control,Phase 1,A,0.86
484,ISO,control,Phase 1,B,0.86
485,ISO,control,Phase 1,C,0.86
486,ISO,control,Phase 1,D,0.14
487,ISO,control,Phase 1,E,0.14
488,ISO,control,Phase 2,A,0.86
489,ISO,control,Phase 2,B,0.86
490,ISO,control,Phase 2,C,0.86
491,ISO,control,Phase 2,D,0.14
492,ISO,control,Phase 2,E,0.14
493,ISO,control,Phase 1,A,0.86
494,ISO,control,Phase 1,B,0.86
495,ISO,control,Phase 1,C,0.86
496,ISO,control,Phase 1,D,0.14
497,ISO,control,Phase 1,E,0.14
498,ISO,control,Phase 2,A,0.86
499,ISO,control,Phase 2,B,0.86
500,ISO,control,Phase 2,C,0.86
501,ISO,control,Phase 2,D,0.14
502,ISO,control,Phase 2,E,0.14
503,ISO,control,Phase 1,A,0.86
504,ISO,control,Phase 1,B,0.86
505,ISO,control,Phase 1,C,0.86
506,ISO,control,Phase 1,D,0.14
507,ISO,control,Phase 1,E,0.14
508,ISO,control,Phase 2,A,0.86
509,ISO,control,Phase 2,B,0.86
510,ISO,control,Phase 2,C,0.86
511,ISO,control,Phase 2,D,0.14
512,ISO,control,Phase 2,E,0.14
