ID,condition,trial,phase,object,choice
186,BB,main,Phase 2,C,0.918
187,BB,main,Phase 1,A,0.944
188,BB,main,Phase 1,B,0.918
189,BB,main,Phase 1,C,0.918
190,BB,main,Phase 2,A,0.944
191,BB,main,Phase 2,B,0.917
192,BB,main,Phase 2,C,0.917
193,BB,main,Phase 1,A,0.944
194,BB,main,Phase 1,B,0.918
195,BB,main,Phase 1,C,0.918
196,BB,main,Phase 2,A,0.944
197,BB,main,Phase 2,B,0.918
198,BB,main,Phase 2,C,0.917
199,BB,main,Phase 1,A,0.944
200,BB,main,Phase 1,B,0.917
201,BB,main,Phase 1,C,0.918
202,BB,main,Phase 2,A,0.944
203,BB,main,Phase 2,B,0.917
204,BB,main,Phase 2,C,0.917
205,BB,main,Phase 1,A,0.944
206,BB,main,Phase 1,B,0.917
207,BB,main,Phase 1,C,0.918
208,BB,main,Phase 2,A,0.944
209,BB,main,Phase 2,B,0.918
210,BB,main,Phase 2,C,0.918
211,BB,main,Phase 1,A,0.944
212,BB,main,Phase 1,B,0.918
213,BB,main,Phase 1,C,0.918
214,BB,main,Phase 2,A,0.944
215,BB,main,Phase 2,B,0.918
216,BB,main,Phase 2,C,0.917
217,BB,main,Phase 1,A,0.944
218,BB,main,Phase 1,B,0.917
219,BB,main,Phase 1,C,0.918
220,BB,main,Phase 2,A,0.944
221,BB,main,Phase 2,B,0.918
222,BB,main,Phase 2,C,0.917
223,BB,main,Phase 1,A,0.944
224,BB,main,Phase 1,B,0.917
225,BB,main,Phase 1,C,0.918
226,BB,main,Phase 2,A,0.944
227,BB,main,Phase 2,B,0.918
228,BB,main,Phase 2,C,0.918
229,BB,main,Phase 1,A,0.944
230,BB,main,Phase 1,B,0.918
231,BB,main,Phase 1,C,0.917
232,BB,main,Phase 2,A,0.944
233,BB,main,Phase 2,B,0.918
234,BB,main,Phase 2,C,0.918
235,BB,main,Phase 1,A,0.944
236,BB,main,Phase 1,B,0.918
237,BB,main,Phase 1,C,0.918
238,BB,main,Phase 2,A,0.944
239,BB,main,Phase 2,B,0.918
240,BB,main,Phase 2,C,0.918
241,BB,main,Phase 1,A,0.944
242,BB,main,Phase 1,B,0.917
243,BB,main,Phase 1,C,0.918
244,BB,main,Phase 2,A,0.944
245,BB,main,Phase 2,B,0.917
246,BB,main,Phase 2,C,0.918
247,BB,main,Phase 1,A,0.944
248,BB,main,Phase 1,B,0.918
249,BB,main,Phase 1,C,0.918
250,BB,main,Phase 2,A,0.944
251,BB,main,Phase 2,B,0.917
252,BB,main,Phase 2,C,0.918
253,BB,main,Phase 1,A,0.944
254,BB,main,Phase 1,B,0.918
255,BB,main,Phase 1,C,0.918
256,BB,main,Phase 2,A,0.944
257,BB,main,Phase 2,B,0.918
258,BB,main,Phase 2,C,0.917
259,BB,main,Phase 1,A,0.944
260,BB,main,Phase 1,B,0.917
261,BB,main,Phase 1,C,0.917
262,BB,main,Phase 2,A,0.944
263,BB,main,Phase 2,B,0.917
264,BB,main,Phase 2,C,0.918
265,BB,main,Phase 1,A,0.944
266,BB,main,Phase 1,B,0.918
267,BB,main,Phase 1,C,0.918
268,BB,main,Phase 2,A,0.944
269,BB,main,Phase 2,B,0.917
270,BB,main,Phase 2,C,0.917
271,BB,main,Phase 1,A,0.944
272,BB,main,Phase 1,B,0.918
273,BB,main,Phase 1,C,0.918
274,BB,main,Phase 2,A,0.944
275,BB,main,Phase 2,B,0.917
276,BB,main,Phase 2,C,0.918
277,BB,main,Phase 1,A,0.944
278,BB,main,Phase 1,B,0.917
279,BB,main,Phase 1,C,0.918
280,BB,main,Phase 2,A,0.944
281,BB,main,Phase 2,B,0.918
282,BB,main,Phase 2,C,0.918
283,BB,main,Phase 1,A,0.944
284,BB,main,Phase 1,B,0.918
285,BB,main,Phase 1,C,0.917
286,BB,main,Phase 2,A,0.944
287,BB,main,Phase 2,B,0.918
288,BB,main,Phase 2,C,0.918
289,BB,main,Phase 1,A,0.944
290,BB,main,Phase 1,B,0.918
291,BB,main,Phase 1,C,0.917
292,BB,main,Phase 2,A,0.944
293,BB,main,Phase 2,B,0.918
294,BB,main,Phase 2,C,0.917
295,BB,main,Phase 1,A,0.944
296,BB,main,Phase 1,B,0.917
297,BB,main,Phase 1,C,0.918
298,BB,main,Phase 2,A,0.944
299,BB,main,Phase 2,B,0.918
300,BB,main,Phase 2,C,0.917
301,BB,main,Phase 1,A,0.944
302,BB,main,Phase 1,B,0.918
303,BB,main,Phase 1,C,0.918
304,BB,main,Phase 2,A,0.944
305,BB,main,Phase 2,B,0.918
306,BB,main,Phase 2,C,0.918
307,BB,main,Phase 1,A,0.944
308,BB,main,Phase 1,B,0.918
309,BB,main,Phase 1,C,0.918
310,BB,main,Phase 2,A,0.944
311,BB,main,Phase 2,B,0.918
312,BB,main,Phase 2,C,0.917
313,BB,main,Phase 1,A,0.944
314,BB,main,Phase 1,B,0.918
315,BB,main,Phase 1,C,0.918
316,BB,main,Phase 2,A,0.944
317,BB,main,Phase 2,B,0.917
318,BB,main,Phase 2,C,0.918
319,BB,main,Phase 1,A,0.944
320,BB,main,Phase 1,B,0.917
321,BB,main,Phase 1,C,0.918
322,BB,main,Phase 2,A,0.944
323,BB,main,Phase 2,B,0.917
324,BB,main,Phase 2,C,0.917
325,BB,main,Phase 1,A,0.944
326,BB,main,Phase 1,B,0.918
327,BB,main,Phase 1,C,0.917
328,BB,main,Phase 2,A,0.944
329,BB,main,Phase 2,B,0.918
330,BB,main,Phase 2,C,0.917
331,BB,main,Phase 1,A,0.944
332,BB,main,Phase 1,B,0.918
333,BB,main,Phase 1,C,0.917
334,BB,main,Phase 2,A,0.944
335,BB,main,Phase 2,B,0.917
336,BB,main,Phase 2,C,0.918
337,BB,main,Phase 1,A,0.944
338,BB,main,Phase 1,B,0.918
339,BB,main,Phase 1,C,0.917
340,BB,main,Phase 2,A,0.944
341,BB,main,Phase 2,B,0.917
342,BB,main,Phase 2,C,0.918
343,BB,main,Phase 1,A,0.944
344,BB,main,Phase 1,B,0.918
345,BB,main,Phase 1,C,0.918
346,BB,main,Phase 2,A,0.944
347,BB,main,Phase 2,B,0.918
348,BB,main,Phase 2,C,0.918
349,BB,main,Phase 1,A,0.944
350,BB,main,Phase 1,B,0.918
351,BB,main,Phase 1,C,0.918
352,BB,main,Phase 2,A,0.944
353,BB,main,Phase 2,B,0.917
354,BB,main,Phase 2,C,0.918
355,BB,main,Phase 1,A,0.944
356,BB,main,Phase 1,B,0.918
357,BB,main,Phase 1,C,0.917
358,BB,main,Phase 2,A,0.944
359,BB,main,Phase 2,B,0.917
360,BB,main,Phase 2,C,0.918
361,BB,main,Phase 1,A,0.944
362,BB,main,Phase 1,B,0.918
363,BB,main,Phase 1,C,0.917
364,BB,main,Phase 2,A,0.944
365,BB,main,Phase 2,B,0.918
366,BB,main,Phase 2,C,0.917
367,BB,main,Phase 1,A,0.944
368,BB,main,Phase 1,B,0.918
369,BB,main,Phase 1,C,0.918
370,BB,main,Phase 2,A,0.944
371,BB,main,Phase 2,B,0.917
372,BB,main,Phase 2,C,0.918
373,BB,main,Phase 1,A,0.944
374,BB,main,Phase 1,B,0.918
375,BB,main,Phase 1,C,0.918
376,BB,main,Phase 2,A,0.944
377,BB,main,Phase 2,B,0.917
378,BB,main,Phase 2,C,0.918
379,BB,main,Phase 1,A,0.944
380,BB,main,Phase 1,B,0.918
381,BB,main,Phase 1,C,0.918
382,BB,main,Phase 2,A,0.944
383,BB,main,Phase 2,B,0.918
384,BB,main,Phase 2,C,0.918
385,BB,main,Phase 1,A,0.944
386,BB,main,Phase 1,B,0.918
387,BB,main,Phase 1,C,0.917
388,BB,main,Phase 2,A,0.944
389,BB,main,Phase 2,B,0.918
390,BB,main,Phase 2,C,0.918
391,BB,main,Phase 1,A,0.944
392,BB,main,Phase 1,B,0.917
393,BB,main,Phase 1,C,0.918
394,BB,main,Phase 2,A,0.944
395,BB,main,Phase 2,B,0.917
396,BB,main,Phase 2,C,0.918
397,BB,main,Phase 1,A,0.944
398,BB,main,Phase 1,B,0.918
399,BB,main,Phase 1,C,0.917
400,BB,main,Phase 2,A,0.944
401,BB,main,Phase 2,B,0.918
402,BB,main,Phase 2,C,0.917
403,BB,main,Phase 1,A,0.944
404,BB,main,Phase 1,B,0.918
405,BB,main,Phase 1,C,0.918
406,BB,main,Phase 2,A,0.944
407,BB,main,Phase 2,B,0.918
408,BB,main,Phase 2,C,0.918
409,BB,main,Phase 1,A,0.944
410,BB,main,Phase 1,B,0.918
411,BB,main,Phase 1,C,0.917
412,BB,main,Phase 2,A,0.944
413,BB,main,Phase 2,B,0.918
414,BB,main,Phase 2,C,0.917
415,BB,main,Phase 1,A,0.944
416,BB,main,Phase 1,B,0.917
417,BB,main,Phase 1,C,0.918
418,BB,main,Phase 2,A,0.944
419,BB,main,Phase 2,B,0.918
420,BB,main,Phase 2,C,0.918
421,BB,main,Phase 1,A,0.944
422,BB,main,Phase 1,B,0.918
423,BB,main,Phase 1,C,0.918
424,BB,main,Phase 2,A,0.944
425,BB,main,Phase 2,B,0.918
426,BB,main,Phase 2,C,0.918
427,BB,main,Phase 1,A,0.944
428,BB,main,Phase 1,B,0.918
429,BB,main,Phase 1,C,0.918
430,BB,main,Phase 2,A,0.944
431,BB,main,Phase 2,B,0.917
432,BB,main,Phase 2,C,0.918
433,BB,main,Phase 1,A,0.944
434,BB,main,Phase 1,B,0.917
435,BB,main,Phase 1,C,0.918
436,BB,main,Phase 2,A,0.944
437,BB,main,Phase 2,B,0.917
438,BB,main,Phase 2,C,0.918
439,BB,main,Phase 1,A,0.944
440,BB,main,Phase 1,B,0.917
441,BB,main,Phase 1,C,0.917
442,BB,main,Phase 2,A,0.944
443,BB,main,Phase 2,B,0.918
444,BB,main,Phase 2,C,0.918
445,BB,main,Phase 1,A,0.944
446,BB,main,Phase 1,B,0.917
447,BB,main,Phase 1,C,0.918
448,BB,main,Phase 2,A,0.944
449,BB,main,Phase 2,B,0.917
450,BB,main,Phase 2,C,0.918
451,BB,main,Phase 1,A,0.944
452,BB,main,Phase 1,B,0.918
453,BB,main,Phase 1,C,0.918
454,BB,main,Phase 2,A,0.944
455,BB,main,Phase 2,B,0.918
456,BB,main,Phase 2,C,0.917
457,BB,main,Phase 1,A,0.944
458,BB,main,Phase 1,B,0.918
459,BB,main,Phase 1,C,0.918
460,BB,main,Phase 2,A,0.944
461,BB,main,Phase 2,B,0.918
462,BB,main,Phase 2,C,0.918
463,BB,main,Phase 1,A,0.944
464,BB,main,Phase 1,B,0.918
465,BB,main,Phase 1,C,0.917
466,BB,main,Phase 2,A,0.944
467,BB,main,Phase 2,B,0.917
468,BB,main,Phase 2,C,0.917
469,BB,main,Phase 1,A,0.944
470,BB,main,Phase 1,B,0.918
471,BB,main,Phase 1,C,0.917
472,BB,main,Phase 2,A,0.944
473,BB,main,Phase 2,B,0.918
474,BB,main,Phase 2,C,0.918
475,BB,main,Phase 1,A,0.944
476,BB,main,Phase 1,B,0.917
477,BB,main,Phase 1,C,0.917
478,BB,main,Phase 2,A,0.944
479,BB,main,Phase 2,B,0.917
480,BB,main,Phase 2,C,0.918
481,BB,main,Phase 1,A,0.944
482,BB,main,Phase 1,B,0.917
483,BB,main,Phase 1,C,0.918
484,BB,main,Phase 2,A,0.944
485,BB,main,Phase 2,B,0.917
486,BB,main,Phase 2,C,0.918
487,BB,main,Phase 1,A,0.944
488,BB,main,Phase 1,B,0.917
489,BB,main,Phase 1,C,0.918
490,BB,main,Phase 2,A,0.944
491,BB,main,Phase 2,B,0.918
492,BB,main,Phase 2,C,0.917
493,BB,main,Phase 1,A,0.944
494,BB,main,Phase 1,B,0.918
495,BB,main,Phase 1,C,0.918
496,BB,main,Phase 2,A,0.944
497,BB,main,Phase 2,B,0.918
498,BB,main,Phase 2,C,0.918
499,BB,main,Phase 1,A,0.944
500,BB,main,Phase 1,B,0.918
501,BB,main,Phase 1,C,0.917
502,BB,main,Phase 2,A,0.944
503,BB,main,Phase 2,B,0.918
504,BB,main,Phase 2,C,0.918
505,BB,main,Phase 1,A,0.944
506,BB,main,Phase 1,B,0.918
507,BB,main,Phase 1,C,0.918
508,BB,main,Phase 2,A,0.944
509,BB,main,Phase 2,B,0.918
510,BB,main,Phase 2,C,0.918
511,BB,main,Phase 1,A,0.944
512,BB,main,Phase 1,B,0.918
513,BB,main,Phase 1,C,0.918
514,BB,main,Phase 2,A,0.944
515,BB,main,Phase 2,B,0.918
516,BB,main,Phase 2,C,0.918
517,BB,main,Phase 1,A,0.944
518,BB,main,Phase 1,B,0.918
519,BB,main,Phase 1,C,0.918
520,BB,main,Phase 2,A,0.944
521,BB,main,Phase 2,B,0.917
522,BB,main,Phase 2,C,0.918
523,BB,main,Phase 1,A,0.944
524,BB,main,Phase 1,B,0.917
525,BB,main,Phase 1,C,0.918
526,BB,main,Phase 2,A,0.944
527,BB,main,Phase 2,B,0.918
528,BB,main,Phase 2,C,0.917
529,BB,main,Phase 1,A,0.944
530,BB,main,Phase 1,B,0.918
531,BB,main,Phase 1,C,0.917
532,BB,main,Phase 2,A,0.944
533,BB,main,Phase 2,B,0.918
534,BB,main,Phase 2,C,0.917
535,BB,main,Phase 1,A,0.944
536,BB,main,Phase 1,B,0.918
537,BB,main,Phase 1,C,0.918
538,BB,main,Phase 2,A,0.944
539,BB,main,Phase 2,B,0.918
540,BB,main,Phase 2,C,0.918
541,BB,main,Phase 1,A,0.944
542,BB,main,Phase 1,B,0.918
543,BB,main,Phase 1,C,0.918
544,BB,main,Phase 2,A,0.944
545,BB,main,Phase 2,B,0.917
546,BB,main,Phase 2,C,0.917
547,BB,main,Phase 1,A,0.944
548,BB,main,Phase 1,B,0.917
549,BB,main,Phase 1,C,0.918
550,BB,main,Phase 2,A,0.944
551,BB,main,Phase 2,B,0.918
552,BB,main,Phase 2,C,0.918
553,BB,main,Phase 1,A,0.944
554,BB,main,Phase 1,B,0.917
555,BB,main,Phase 1,C,0.918
556,BB,main,Phase 2,A,0.944
557,BB,main,Phase 2,B,0.917
558,BB,main,Phase 2,C,0.918
559,BB,main,Phase 1,A,0.944
560,BB,main,Phase 1,B,0.918
561,BB,main,Phase 1,C,0.918
562,BB,main,Phase 2,A,0.944
563,BB,main,Phase 2,B,0.918
564,BB,main,Phase 2,C,0.918
565,BB,main,Phase 1,A,0.944
566,BB,main,Phase 1,B,0.918
567,BB,main,Phase 1,C,0.917
568,BB,main,Phase 2,A,0.944
569,BB,main,Phase 2,B,0.918
570,BB,main,Phase 2,C,0.918
571,BB,main,Phase 1,A,0.944
572,BB,main,Phase 1,B,0.917
573,BB,main,Phase 1,C,0.918
574,BB,main,Phase 2,A,0.944
575,BB,main,Phase 2,B,0.918
576,BB,main,Phase 2,C,0.918
577,BB,main,Phase 1,A,0.944
578,BB,main,Phase 1,B,0.918
579,BB,main,Phase 1,C,0.918
580,BB,main,Phase 2,A,0.944
581,BB,main,Phase 2,B,0.918
582,BB,main,Phase 2,C,0.917
583,BB,main,Phase 1,A,0.944
584,BB,main,Phase 1,B,0.918
585,BB,main,Phase 1,C,0.918
586,BB,main,Phase 2,A,0.944
587,BB,main,Phase 2,B,0.917
588,BB,main,Phase 2,C,0.917
589,BB,main,Phase 1,A,0.944
590,BB,main,Phase 1,B,0.918
591,BB,main,Phase 1,C,0.917
592,BB,main,Phase 2,A,0.944
593,BB,main,Phase 2,B,0.918
594,BB,main,Phase 2,C,0.918
595,BB,main,Phase 1,A,0.944
596,BB,main,Phase 1,B,0.918
597,BB,main,Phase 1,C,0.918
598,BB,main,Phase 2,A,0.944
599,BB,main,Phase 2,B,0.918
600,BB,main,Phase 2,C,0.918
601,BB,control,Phase 1,A,0.917
602,BB,control,Phase 1,B,0.918
603,BB,control,Phase 1,C,0.918
604,BB,control,Phase 1,D,0.918
605,BB,control,Phase 2,A,0.918
606,BB,control,Phase 2,B,0.917
607,BB,control,Phase 2,C,0.917
608,BB,control,Phase 2,D,0.917
609,BB,control,Phase 1,A,0.918
610,BB,control,Phase 1,B,0.917
611,BB,control,Phase 1,C,0.918
612,BB,control,Phase 1,D,0.918
613,BB,control,Phase 2,A,0.917
614,BB,control,Phase 2,B,0.918
615,BB,control,Phase 2,C,0.918
616,BB,control,Phase 2,D,0.917
617,BB,control,Phase 1,A,0.918
618,BB,control,Phase 1,B,0.917
619,BB,control,Phase 1,C,0.918
620,BB,control,Phase 1,D,0.918
621,BB,control,Phase 2,A,0.918
622,BB,control,Phase 2,B,0.917
623,BB,control,Phase 2,C,0.918
624,BB,control,Phase 2,D,0.917
625,BB,control,Phase 1,A,0.917
626,BB,control,Phase 1,B,0.918
627,BB,control,Phase 1,C,0.918
628,BB,control,Phase 1,D,0.918
629,BB,control,Phase 2,A,0.918
630,BB,control,Phase 2,B,0.918
631,BB,control,Phase 2,C,0.918
632,BB,control,Phase 2,D,0.918
633,BB,control,Phase 1,A,0.918
634,BB,control,Phase 1,B,0.918
635,BB,control,Phase 1,C,0.918
636,BB,control,Phase 1,D,0.918
637,BB,control,Phase 2,A,0.917
638,BB,control,Phase 2,B,0.918
639,BB,control,Phase 2,C,0.918
640,BB,control,Phase 2,D,0.917
641,BB,control,Phase 1,A,0.918
642,BB,control,Phase 1,B,0.917
643,BB,control,Phase 1,C,0.918
644,BB,control,Phase 1,D,0.918
645,BB,control,Phase 2,A,0.917
646,BB,control,Phase 2,B,0.918
647,BB,control,Phase 2,C,0.918
648,BB,control,Phase 2,D,0.918
649,BB,control,Phase 1,A,0.917
650,BB,control,Phase 1,B,0.917
651,BB,control,Phase 1,C,0.917
652,BB,control,Phase 1,D,0.917
653,BB,control,Phase 2,A,0.917
654,BB,control,Phase 2,B,0.918
655,BB,control,Phase 2,C,0.917
656,BB,control,Phase 2,D,0.918
657,BB,control,Phase 1,A,0.918
658,BB,control,Phase 1,B,0.918
659,BB,control,Phase 1,C,0.917
660,BB,control,Phase 1,D,0.918
661,BB,control,Phase 2,A,0.918
662,BB,control,Phase 2,B,0.918
663,BB,control,Phase 2,C,0.918
664,BB,control,Phase 2,D,0.918
665,BB,control,Phase 1,A,0.918
666,BB,control,Phase 1,B,0.918
667,BB,control,Phase 1,C,0.918
668,BB,control,Phase 1,D,0.918
669,BB,control,Phase 2,A,0.918
670,BB,control,Phase 2,B,0.918
671,BB,control,Phase 2,C,0.917
672,BB,control,Phase 2,D,0.918
673,BB,control,Phase 1,A,0.917
674,BB,control,Phase 1,B,0.918
675,BB,control,Phase 1,C,0.918
676,BB,control,Phase 1,D,0.917
677,BB,control,Phase 2,A,0.918
678,BB,control,Phase 2,B,0.917
679,BB,control,Phase 2,C,0.917
680,BB,control,Phase 2,D,0.918
681,BB,control,Phase 1,A,0.917
682,BB,control,Phase 1,B,0.917
683,BB,control,Phase 1,C,0.918
684,BB,control,Phase 1,D,0.918
685,BB,control,Phase 2,A,0.917
686,BB,control,Phase 2,B,0.918
687,BB,control,Phase 2,C,0.918
688,BB,control,Phase 2,D,0.918
689,BB,control,Phase 1,A,0.918
690,BB,control,Phase 1,B,0.918
691,BB,control,Phase 1,C,0.918
692,BB,control,Phase 1,D,0.918
693,BB,control,Phase 2,A,0.918
694,BB,control,Phase 2,B,0.918
695,BB,control,Phase 2,C,0.918
696,BB,control,Phase 2,D,0.918
697,BB,control,Phase 1,A,0.917
698,BB,control,Phase 1,B,0.917
699,BB,control,Phase 1,C,0.918
700,BB,control,Phase 1,D,0.917
701,BB,control,Phase 2,A,0.917
702,BB,control,Phase 2,B,0.918
703,BB,control,Phase 2,C,0.918
704,BB,control,Phase 2,D,0.917
705,BB,control,Phase 1,A,0.918
706,BB,control,Phase 1,B,0.918
707,BB,control,Phase 1,C,0.918
708,BB,control,Phase 1,D,0.918
709,BB,control,Phase 2,A,0.918
710,BB,control,Phase 2,B,0.918
711,BB,control,Phase 2,C,0.918
712,BB,control,Phase 2,D,0.918
713,BB,control,Phase 1,A,0.918
714,BB,control,Phase 1,B,0.917
715,BB,control,Phase 1,C,0.918
716,BB,control,Phase 1,D,0.917
717,BB,control,Phase 2,A,0.918
718,BB,control,Phase 2,B,0.917
719,BB,control,Phase 2,C,0.917
720,BB,control,Phase 2,D,0.917
721,BB,control,Phase 1,A,0.918
722,BB,control,Phase 1,B,0.918
723,BB,control,Phase 1,C,0.918
724,BB,control,Phase 1,D,0.917
725,BB,control,Phase 2,A,0.917
726,BB,control,Phase 2,B,0.918
727,BB,control,Phase 2,C,0.917
728,BB,control,Phase 2,D,0.918
729,BB,control,Phase 1,A,0.918
730,BB,control,Phase 1,B,0.918
731,BB,control,Phase 1,C,0.918
732,BB,control,Phase 1,D,0.918
733,BB,control,Phase 2,A,0.918
734,BB,control,Phase 2,B,0.917
735,BB,control,Phase 2,C,0.918
